species_id	median_abundance	mean_abundance	median_coverage	mean_coverage	sample_counts
102634	0.000	0.000	0.000	0.000	0
102633	0.000	0.000	0.000	0.000	0
102631	0.000	0.000	0.000	0.000	0
102627	0.000	0.000	0.000	0.008	2
102625	0.000	0.001	0.000	0.741	46
102619	0.000	0.000	0.000	0.062	6
102618	0.000	0.000	0.000	0.000	0
102617	0.000	0.000	0.000	0.006	1
102616	0.000	0.000	0.000	0.001	0
102612	0.000	0.000	0.000	0.047	5
102610	0.000	0.000	0.000	0.000	0
102609	0.000	0.000	0.000	0.045	1
102602	0.000	0.000	0.000	0.024	2
102601	0.000	0.000	0.000	0.000	0
102594	0.000	0.000	0.000	0.003	1
102588	0.000	0.000	0.000	0.115	4
102585	0.000	0.000	0.000	0.018	3
102580	0.000	0.000	0.000	0.000	0
102573	0.000	0.000	0.000	0.113	1
102570	0.000	0.000	0.000	0.428	2
102566	0.000	0.000	0.000	0.000	0
102563	0.000	0.000	0.000	0.026	3
102561	0.000	0.000	0.000	0.000	0
102557	0.000	0.000	0.000	0.000	0
102556	0.000	0.000	0.000	0.028	1
102554	0.000	0.000	0.000	0.067	5
102550	0.000	0.000	0.000	0.006	1
102549	0.000	0.002	0.000	1.076	94
102546	0.000	0.001	0.000	0.473	60
102545	0.000	0.001	0.000	1.014	54
102543	0.000	0.000	0.000	0.003	1
102540	0.000	0.000	0.000	0.062	5
102539	0.000	0.000	0.000	0.000	0
102538	0.000	0.000	0.000	0.022	2
102530	0.000	0.000	0.000	0.096	3
102528	0.000	0.002	0.000	1.267	90
102523	0.000	0.000	0.000	0.004	0
102517	0.000	0.000	0.000	0.108	10
102510	0.000	0.000	0.000	0.000	0
102509	0.000	0.000	0.000	0.026	4
102507	0.001	0.002	0.000	0.000	0
102505	0.000	0.000	0.000	0.000	0
102496	0.000	0.000	0.000	0.000	0
102495	0.000	0.000	0.000	0.000	0
102493	0.000	0.000	0.000	0.002	0
102492	0.000	0.001	0.000	1.354	14
102487	0.000	0.000	0.000	0.133	21
102482	0.000	0.000	0.000	0.096	1
102480	0.000	0.000	0.000	0.051	9
102475	0.000	0.000	0.000	0.008	0
102473	0.000	0.000	0.000	0.002	1
102470	0.000	0.005	0.000	3.491	139
102459	0.000	0.000	0.000	0.006	1
102455	0.000	0.002	0.000	1.207	113
102454	0.000	0.000	0.000	0.105	6
102450	0.000	0.000	0.000	0.014	2
102448	0.000	0.002	0.000	1.627	144
102447	0.000	0.000	0.000	0.007	1
102446	0.000	0.000	0.000	0.003	0
102445	0.000	0.000	0.000	0.104	19
102444	0.000	0.000	0.000	0.015	2
102439	0.000	0.000	0.000	0.002	0
102424	0.000	0.000	0.000	0.010	1
102417	0.000	0.000	0.000	0.001	0
102416	0.000	0.000	0.000	0.003	1
102412	0.000	0.000	0.000	0.066	1
102410	0.000	0.000	0.000	0.004	0
102396	0.000	0.000	0.000	0.064	2
102395	0.000	0.001	0.000	0.783	13
102393	0.000	0.000	0.000	0.196	20
102389	0.000	0.000	0.000	0.000	0
102388	0.000	0.000	0.000	0.000	0
102372	0.000	0.001	0.000	0.442	14
102371	0.000	0.000	0.000	0.022	1
102365	0.000	0.000	0.000	0.022	1
102353	0.001	0.006	0.000	0.025	3
102352	0.000	0.000	0.000	0.400	65
102347	0.000	0.002	0.000	1.078	56
102340	0.000	0.003	0.000	1.519	117
102330	0.000	0.000	0.000	0.011	2
102329	0.000	0.000	0.000	0.000	0
102328	0.000	0.000	0.000	0.000	0
102327	0.000	0.003	0.000	2.398	153
102323	0.005	0.007	0.000	0.509	60
102322	0.000	0.000	0.000	0.004	0
102321	0.000	0.001	0.000	0.468	13
102317	0.000	0.000	0.000	0.000	0
102316	0.000	0.001	0.000	0.421	56
102312	0.000	0.000	0.000	0.112	12
102304	0.000	0.000	0.000	0.012	2
102303	0.000	0.000	0.000	0.000	0
102302	0.000	0.000	0.000	0.002	0
102300	0.000	0.000	0.000	0.011	2
102298	0.000	0.000	0.000	0.159	7
102297	0.000	0.000	0.000	0.013	1
102296	0.000	0.000	0.000	0.002	1
102295	0.000	0.000	0.000	0.059	4
102294	0.000	0.000	0.000	0.000	0
102293	0.000	0.000	0.000	0.210	2
102292	0.000	0.000	0.000	0.097	7
102290	0.000	0.000	0.000	0.000	0
102289	0.000	0.000	0.000	0.159	1
102287	0.000	0.001	0.000	0.741	102
102286	0.000	0.000	0.000	0.160	5
102285	0.000	0.000	0.000	0.020	2
102281	0.002	0.006	0.000	0.346	11
102280	0.000	0.000	0.000	0.000	0
102278	0.000	0.000	0.000	0.004	1
102277	0.000	0.000	0.000	0.003	0
102276	0.000	0.001	0.000	0.896	105
102275	0.000	0.000	0.000	0.005	1
102274	0.000	0.000	0.000	0.088	10
102273	0.000	0.000	0.000	0.000	0
102272	0.000	0.000	0.000	0.280	13
102271	0.000	0.000	0.000	0.013	3
102268	0.000	0.000	0.000	0.000	0
102255	0.000	0.000	0.000	0.000	0
102247	0.000	0.000	0.000	0.000	0
102233	0.000	0.000	0.000	0.000	0
102231	0.000	0.000	0.000	0.000	0
102223	0.000	0.000	0.000	0.001	0
102214	0.000	0.000	0.000	0.000	0
102213	0.000	0.000	0.000	0.003	0
102210	0.000	0.000	0.000	0.000	0
102209	0.000	0.000	0.000	0.002	1
102206	0.000	0.000	0.000	0.000	0
102205	0.000	0.000	0.000	0.092	7
102203	0.000	0.000	0.000	0.003	1
102202	0.000	0.000	0.000	0.000	0
102199	0.000	0.000	0.000	0.000	0
102191	0.000	0.000	0.000	0.000	0
102190	0.000	0.000	0.000	0.014	2
102189	0.000	0.000	0.000	0.000	0
102187	0.000	0.000	0.000	0.000	0
102184	0.000	0.000	0.000	0.000	0
102183	0.000	0.000	0.000	0.000	0
102177	0.000	0.000	0.000	0.000	0
102175	0.000	0.000	0.000	0.024	1
102171	0.000	0.000	0.000	0.000	0
102166	0.000	0.000	0.000	0.029	2
102164	0.000	0.000	0.000	0.005	1
102163	0.000	0.000	0.000	0.118	13
102155	0.000	0.000	0.000	0.015	2
102153	0.000	0.000	0.000	0.001	0
102152	0.000	0.000	0.000	0.001	0
102151	0.000	0.000	0.000	0.001	0
102146	0.000	0.000	0.000	0.000	0
102143	0.000	0.001	0.000	0.253	20
102142	0.000	0.000	0.000	0.000	0
102137	0.000	0.000	0.000	0.000	0
102136	0.000	0.000	0.000	0.000	0
102135	0.000	0.000	0.000	0.002	0
102134	0.000	0.000	0.000	0.001	0
102130	0.000	0.000	0.000	0.000	0
102118	0.000	0.000	0.000	0.000	0
102117	0.000	0.000	0.000	0.000	0
102116	0.000	0.000	0.000	0.000	0
102114	0.000	0.000	0.000	0.002	0
102111	0.000	0.000	0.000	0.000	0
102110	0.000	0.000	0.000	0.000	0
102098	0.000	0.000	0.000	0.000	0
102097	0.000	0.000	0.000	0.000	0
102096	0.000	0.000	0.000	0.002	0
102091	0.000	0.000	0.000	0.002	0
102089	0.000	0.000	0.000	0.000	0
102087	0.000	0.000	0.000	0.000	0
102083	0.000	0.000	0.000	0.000	0
102080	0.000	0.000	0.000	0.009	1
102078	0.000	0.000	0.000	0.000	0
102076	0.000	0.000	0.000	0.000	0
102075	0.000	0.000	0.000	0.019	4
102074	0.000	0.000	0.000	0.000	0
102073	0.000	0.000	0.000	0.010	2
102072	0.000	0.000	0.000	0.020	4
102069	0.000	0.000	0.000	0.000	0
102068	0.000	0.000	0.000	0.000	0
102066	0.000	0.000	0.000	0.000	0
102065	0.000	0.000	0.000	0.000	0
102060	0.000	0.000	0.000	0.053	8
102058	0.000	0.000	0.000	0.000	0
102057	0.000	0.002	0.000	0.679	67
102055	0.000	0.000	0.000	0.000	0
102054	0.000	0.000	0.000	0.000	0
102050	0.000	0.000	0.000	0.000	0
102048	0.000	0.000	0.000	0.000	0
102043	0.000	0.000	0.000	0.000	0
102041	0.000	0.000	0.000	0.000	0
102040	0.000	0.000	0.000	0.075	10
102038	0.000	0.000	0.000	0.000	0
102035	0.000	0.001	0.000	0.327	54
102034	0.000	0.000	0.000	0.009	0
102033	0.000	0.000	0.000	0.000	0
102032	0.000	0.000	0.000	0.000	0
102028	0.000	0.000	0.000	0.000	0
102025	0.000	0.000	0.000	0.000	0
102024	0.000	0.000	0.000	0.000	0
102020	0.000	0.000	0.000	0.000	0
102017	0.000	0.000	0.000	0.000	0
102013	0.000	0.000	0.000	0.000	0
102011	0.000	0.000	0.000	0.000	0
102007	0.000	0.000	0.000	0.001	0
102001	0.000	0.000	0.000	0.003	1
101999	0.000	0.000	0.000	0.000	0
101997	0.000	0.000	0.000	0.000	0
101996	0.000	0.000	0.000	0.000	0
101993	0.000	0.000	0.000	0.000	0
101992	0.000	0.000	0.000	0.000	0
101989	0.000	0.000	0.000	0.000	0
101988	0.000	0.000	0.000	0.000	0
101986	0.000	0.000	0.000	0.000	0
101983	0.000	0.000	0.000	0.000	0
101982	0.000	0.000	0.000	0.000	0
101977	0.000	0.000	0.000	0.000	0
101964	0.000	0.000	0.000	0.000	0
101960	0.000	0.000	0.000	0.007	1
101959	0.000	0.000	0.000	0.000	0
101958	0.000	0.001	0.000	0.765	96
101953	0.000	0.000	0.000	0.000	0
101937	0.000	0.000	0.000	0.000	0
101935	0.000	0.000	0.000	0.000	0
101932	0.000	0.000	0.000	0.000	0
101930	0.000	0.000	0.000	0.000	0
101927	0.000	0.000	0.000	0.018	1
101921	0.000	0.000	0.000	0.000	0
101919	0.000	0.000	0.000	0.081	1
101916	0.000	0.000	0.000	0.000	0
101915	0.000	0.000	0.000	0.000	0
101893	0.000	0.000	0.000	0.001	0
101884	0.000	0.000	0.000	0.000	0
101881	0.000	0.000	0.000	0.000	0
101876	0.000	0.000	0.000	0.001	0
101874	0.000	0.000	0.000	0.002	0
101866	0.000	0.000	0.000	0.055	2
101848	0.000	0.000	0.000	0.040	5
101842	0.000	0.000	0.000	0.000	0
101841	0.000	0.000	0.000	0.000	0
101831	0.000	0.000	0.000	0.006	1
101830	0.000	0.000	0.000	0.040	5
101825	0.000	0.000	0.000	0.000	0
101823	0.000	0.000	0.000	0.001	0
101820	0.000	0.000	0.000	0.000	0
101819	0.000	0.000	0.000	0.000	0
101813	0.000	0.000	0.000	0.000	0
101806	0.000	0.000	0.000	0.003	1
101788	0.000	0.000	0.000	0.000	0
101787	0.000	0.000	0.000	0.189	1
101784	0.000	0.000	0.000	0.001	0
101777	0.000	0.000	0.000	0.000	0
101760	0.000	0.000	0.000	0.001	0
101758	0.000	0.000	0.000	0.003	1
101757	0.000	0.000	0.000	0.000	0
101756	0.000	0.000	0.000	0.014	1
101753	0.000	0.000	0.000	0.000	0
101747	0.000	0.000	0.000	0.027	4
101745	0.000	0.000	0.000	0.000	0
101744	0.000	0.000	0.000	0.000	0
101742	0.000	0.000	0.000	0.000	0
101737	0.000	0.000	0.000	0.090	1
101736	0.000	0.000	0.000	0.000	0
101734	0.000	0.000	0.000	0.000	0
101728	0.000	0.000	0.000	0.000	0
101727	0.000	0.000	0.000	0.002	0
101726	0.000	0.000	0.000	0.000	0
101724	0.000	0.000	0.000	0.000	0
101723	0.000	0.000	0.000	0.000	0
101719	0.000	0.000	0.000	0.000	0
101718	0.000	0.000	0.000	0.000	0
101715	0.000	0.000	0.000	0.000	0
101714	0.000	0.000	0.000	0.348	44
101710	0.000	0.000	0.000	0.277	48
101707	0.000	0.000	0.000	0.025	1
101705	0.000	0.000	0.000	0.000	0
101697	0.000	0.000	0.000	0.207	31
101694	0.000	0.006	0.000	4.371	87
101690	0.000	0.000	0.000	0.073	10
101689	0.000	0.000	0.000	0.034	4
101688	0.000	0.000	0.000	0.059	11
101687	0.000	0.000	0.000	0.046	7
101683	0.000	0.000	0.000	0.008	1
101679	0.000	0.000	0.000	0.000	0
101678	0.000	0.000	0.000	0.001	0
101677	0.000	0.000	0.000	0.032	2
101670	0.000	0.000	0.000	0.000	0
101665	0.000	0.000	0.000	0.000	0
101658	0.000	0.000	0.000	0.012	1
101656	0.000	0.000	0.000	0.000	0
101653	0.000	0.000	0.000	0.000	0
101651	0.000	0.000	0.000	0.000	0
101646	0.000	0.000	0.000	0.000	0
101645	0.000	0.000	0.000	0.000	0
101643	0.000	0.000	0.000	0.007	1
101642	0.000	0.000	0.000	0.000	0
101638	0.000	0.002	0.000	1.615	133
101634	0.000	0.000	0.000	0.000	0
101632	0.000	0.000	0.000	0.000	0
101628	0.000	0.000	0.000	0.000	0
101627	0.000	0.000	0.000	0.022	3
101623	0.000	0.000	0.000	0.000	0
101617	0.000	0.000	0.000	0.075	10
101611	0.000	0.003	0.000	1.969	158
101609	0.000	0.000	0.000	0.000	0
101598	0.000	0.001	0.000	0.489	18
101597	0.000	0.000	0.000	0.000	0
101593	0.000	0.000	0.000	0.017	3
101587	0.000	0.000	0.000	0.000	0
101586	0.000	0.000	0.000	0.000	0
101585	0.000	0.000	0.000	0.000	0
101583	0.000	0.000	0.000	0.002	0
101582	0.000	0.000	0.000	0.000	0
101581	0.000	0.000	0.000	0.000	0
101580	0.000	0.000	0.000	0.000	0
101579	0.000	0.000	0.000	0.000	0
101578	0.000	0.000	0.000	0.000	0
101577	0.000	0.000	0.000	0.004	0
101576	0.000	0.000	0.000	0.012	2
101573	0.000	0.000	0.000	0.000	0
101565	0.000	0.000	0.000	0.005	1
101564	0.000	0.000	0.000	0.000	0
101562	0.000	0.001	0.000	0.796	88
101560	0.000	0.000	0.000	0.000	0
101558	0.000	0.000	0.000	0.000	0
101552	0.000	0.000	0.000	0.000	0
101550	0.000	0.000	0.000	0.000	0
101547	0.000	0.001	0.000	0.128	17
101546	0.000	0.000	0.000	0.000	0
101539	0.000	0.000	0.000	0.007	2
101532	0.000	0.000	0.000	0.043	2
101531	0.000	0.000	0.000	0.029	1
101530	0.000	0.000	0.000	0.000	0
101529	0.000	0.000	0.000	0.000	0
101528	0.000	0.000	0.000	0.024	2
101515	0.000	0.000	0.000	0.018	3
101512	0.000	0.000	0.000	0.001	0
101502	0.000	0.001	0.000	0.397	71
101500	0.000	0.004	0.000	3.173	79
101499	0.000	0.000	0.000	0.000	0
101496	0.000	0.000	0.000	0.000	0
101493	0.000	0.003	0.000	1.771	173
101490	0.000	0.000	0.000	0.000	0
101489	0.000	0.001	0.000	0.334	43
101487	0.000	0.000	0.000	0.000	0
101478	0.000	0.000	0.000	0.000	0
101456	0.000	0.000	0.000	0.080	11
101454	0.000	0.002	0.000	1.615	97
101444	0.000	0.002	0.000	1.120	41
101441	0.000	0.000	0.000	0.000	0
101439	0.000	0.000	0.000	0.024	2
101433	0.000	0.006	0.000	3.431	126
101430	0.000	0.000	0.000	0.007	1
101429	0.000	0.000	0.000	0.019	4
101425	0.000	0.000	0.000	0.005	1
101423	0.000	0.000	0.000	0.001	0
101421	0.000	0.001	0.000	0.531	107
101420	0.000	0.000	0.000	0.003	1
101415	0.000	0.000	0.000	0.043	4
101414	0.000	0.000	0.000	0.012	3
101410	0.000	0.000	0.000	0.006	1
101400	0.000	0.005	0.000	2.483	190
101398	0.000	0.000	0.000	0.007	1
101397	0.000	0.000	0.000	0.002	0
101396	0.000	0.000	0.000	0.127	24
101391	0.000	0.000	0.000	0.003	1
101387	0.000	0.000	0.000	0.014	2
101386	0.000	0.000	0.000	0.001	0
101385	0.000	0.000	0.000	0.005	1
101382	0.000	0.000	0.000	0.273	29
101380	0.000	0.000	0.000	0.247	3
101379	0.000	0.000	0.000	0.003	0
101378	0.000	0.003	0.000	1.908	105
101375	0.000	0.000	0.000	0.000	0
101374	0.000	0.000	0.000	0.047	4
101372	0.000	0.000	0.000	0.000	0
101369	0.000	0.000	0.000	0.000	0
101368	0.000	0.000	0.000	0.003	0
101367	0.000	0.008	0.000	4.290	185
101365	0.000	0.001	0.000	0.547	58
101364	0.000	0.000	0.000	0.002	1
101362	0.000	0.004	0.000	2.843	56
101361	0.000	0.004	0.000	3.052	87
101359	0.000	0.001	0.000	0.483	68
101356	0.000	0.000	0.000	0.000	0
101355	0.000	0.000	0.000	0.063	12
101354	0.000	0.000	0.000	0.001	0
101353	0.000	0.000	0.000	0.000	0
101352	0.000	0.000	0.000	0.000	0
101349	0.000	0.011	0.000	5.534	126
101345	0.000	0.004	0.000	1.790	91
101342	0.000	0.000	0.000	0.019	1
101338	0.000	0.001	0.000	1.293	22
101337	0.000	0.003	0.000	2.636	126
101334	0.000	0.000	0.000	0.002	0
101331	0.000	0.000	0.000	0.000	0
101321	0.000	0.000	0.000	0.027	4
101319	0.000	0.000	0.000	0.023	2
101316	0.000	0.000	0.000	0.004	1
101315	0.000	0.002	0.000	1.339	89
101314	0.000	0.000	0.000	0.058	2
101313	0.000	0.001	0.000	0.280	15
101311	0.000	0.000	0.000	0.069	12
101310	0.000	0.000	0.000	0.117	9
101308	0.000	0.000	0.000	0.000	0
101305	0.000	0.000	0.000	0.038	6
101304	0.000	0.000	0.000	0.008	2
101303	0.000	0.000	0.000	0.185	30
101302	0.000	0.000	0.000	0.222	8
101300	0.000	0.000	0.000	0.355	12
101296	0.000	0.000	0.000	0.012	1
101295	0.000	0.001	0.000	0.222	7
101293	0.000	0.000	0.000	0.000	0
101292	0.000	0.001	0.000	0.809	37
101291	0.000	0.000	0.000	0.008	1
101289	0.000	0.000	0.000	0.000	0
101288	0.000	0.000	0.000	0.000	0
101284	0.000	0.000	0.000	0.000	0
101276	0.000	0.000	0.000	0.000	0
101274	0.000	0.000	0.000	0.043	10
101269	0.000	0.000	0.000	0.000	0
101257	0.000	0.000	0.000	0.077	13
101256	0.000	0.000	0.000	0.006	1
101254	0.000	0.000	0.000	0.000	0
101246	0.000	0.000	0.000	0.057	4
101244	0.000	0.000	0.000	0.011	2
101242	0.000	0.000	0.000	0.000	0
101241	0.000	0.000	0.000	0.000	0
101237	0.000	0.000	0.000	0.000	0
101236	0.000	0.000	0.000	0.000	0
101229	0.000	0.000	0.000	0.034	5
101227	0.000	0.000	0.000	0.000	0
101226	0.000	0.000	0.000	0.001	0
101225	0.000	0.000	0.000	0.021	2
101223	0.000	0.000	0.000	0.000	0
101221	0.000	0.000	0.000	0.000	0
101219	0.000	0.000	0.000	0.000	0
101218	0.000	0.000	0.000	0.002	0
101217	0.000	0.000	0.000	0.004	1
101216	0.000	0.000	0.000	0.000	0
101215	0.000	0.000	0.000	0.000	0
101207	0.000	0.000	0.000	0.020	1
101206	0.000	0.000	0.000	0.004	1
101202	0.000	0.000	0.000	0.000	0
101200	0.000	0.000	0.000	0.000	0
101199	0.000	0.001	0.000	0.178	7
101197	0.000	0.000	0.000	0.000	0
101196	0.000	0.000	0.000	0.000	0
101194	0.000	0.000	0.000	0.007	1
101193	0.000	0.000	0.000	0.001	0
101191	0.000	0.000	0.000	0.002	0
101190	0.000	0.000	0.000	0.000	0
101188	0.000	0.000	0.000	0.000	0
101186	0.000	0.000	0.000	0.001	0
101183	0.000	0.000	0.000	0.006	1
101181	0.000	0.000	0.000	0.006	1
101178	0.000	0.000	0.000	0.002	0
101173	0.000	0.000	0.000	0.000	0
101170	0.000	0.000	0.000	0.000	0
101168	0.000	0.000	0.000	0.032	4
101165	0.000	0.000	0.000	0.000	0
101163	0.000	0.000	0.000	0.002	1
101161	0.000	0.000	0.000	0.000	0
101160	0.000	0.000	0.000	0.014	1
101158	0.000	0.000	0.000	0.000	0
101157	0.000	0.000	0.000	0.018	2
101152	0.000	0.000	0.000	0.000	0
101151	0.000	0.000	0.000	0.124	5
101150	0.000	0.000	0.000	0.000	0
101144	0.000	0.000	0.000	0.000	0
101142	0.000	0.000	0.000	0.000	0
101141	0.000	0.000	0.000	0.019	1
101139	0.000	0.000	0.000	0.000	0
101138	0.000	0.000	0.000	0.000	0
101137	0.000	0.000	0.000	0.000	0
101136	0.000	0.000	0.000	0.012	2
101135	0.000	0.000	0.000	0.000	0
101134	0.000	0.000	0.000	0.000	0
101132	0.000	0.000	0.000	0.001	0
101127	0.000	0.000	0.000	0.000	0
101126	0.000	0.000	0.000	0.000	0
101124	0.000	0.000	0.000	0.000	0
101122	0.000	0.000	0.000	0.000	0
101121	0.000	0.000	0.000	0.000	0
101120	0.000	0.000	0.000	0.017	2
101115	0.000	0.000	0.000	0.005	1
101114	0.000	0.000	0.000	0.000	0
101110	0.000	0.000	0.000	0.186	3
101109	0.000	0.000	0.000	0.000	0
101107	0.000	0.000	0.000	0.000	0
101106	0.000	0.000	0.000	0.003	1
101105	0.000	0.000	0.000	0.000	0
101104	0.000	0.000	0.000	0.005	1
101103	0.000	0.000	0.000	0.002	0
101099	0.000	0.000	0.000	0.000	0
101096	0.000	0.000	0.000	0.000	0
101092	0.000	0.000	0.000	0.000	0
101089	0.000	0.000	0.000	0.000	0
101088	0.000	0.000	0.000	0.000	0
101086	0.000	0.000	0.000	0.000	0
101084	0.000	0.000	0.000	0.000	0
101072	0.000	0.000	0.000	0.000	0
101068	0.000	0.000	0.000	0.000	0
101064	0.000	0.000	0.000	0.000	0
101061	0.000	0.000	0.000	0.000	0
101060	0.000	0.002	0.000	1.008	46
101057	0.000	0.000	0.000	0.047	7
101045	0.000	0.000	0.000	0.004	1
101029	0.000	0.000	0.000	0.128	4
101023	0.000	0.000	0.000	0.005	1
101022	0.000	0.000	0.000	0.000	0
101021	0.000	0.000	0.000	0.045	1
101019	0.000	0.000	0.000	0.000	0
101016	0.000	0.000	0.000	0.002	0
101013	0.000	0.000	0.000	0.020	4
101012	0.000	0.000	0.000	0.000	0
101010	0.000	0.000	0.000	0.000	0
101009	0.000	0.000	0.000	0.000	0
101007	0.000	0.000	0.000	0.000	0
101002	0.000	0.000	0.000	0.000	0
100996	0.000	0.000	0.000	0.000	0
100995	0.000	0.000	0.000	0.000	0
100994	0.000	0.000	0.000	0.047	4
100986	0.000	0.000	0.000	0.000	0
100985	0.000	0.000	0.000	0.000	0
100984	0.000	0.000	0.000	0.000	0
100982	0.000	0.000	0.000	0.006	1
100980	0.000	0.000	0.000	0.002	1
100979	0.000	0.000	0.000	0.000	0
100977	0.000	0.000	0.000	0.022	2
100976	0.000	0.000	0.000	0.000	0
100969	0.000	0.000	0.000	0.019	3
100958	0.000	0.000	0.000	0.002	1
100955	0.000	0.000	0.000	0.000	0
100954	0.000	0.000	0.000	0.034	5
100949	0.000	0.000	0.000	0.000	0
100948	0.000	0.000	0.000	0.008	1
100946	0.000	0.000	0.000	0.000	0
100944	0.000	0.000	0.000	0.004	1
100941	0.000	0.000	0.000	0.004	1
100936	0.000	0.000	0.000	0.000	0
100934	0.000	0.000	0.000	0.000	0
100933	0.000	0.000	0.000	0.000	0
100929	0.000	0.000	0.000	0.000	0
100928	0.000	0.000	0.000	0.000	0
100926	0.000	0.000	0.000	0.000	0
100925	0.000	0.000	0.000	0.000	0
100922	0.000	0.000	0.000	0.000	0
100918	0.000	0.000	0.000	0.002	1
100917	0.000	0.000	0.000	0.000	0
100912	0.000	0.000	0.000	0.000	0
100910	0.000	0.005	0.000	4.849	147
100909	0.000	0.000	0.000	0.005	1
100904	0.000	0.000	0.000	0.000	0
100896	0.000	0.000	0.000	0.000	0
100888	0.000	0.000	0.000	0.000	0
100885	0.000	0.000	0.000	0.000	0
100884	0.000	0.000	0.000	0.001	0
100882	0.000	0.000	0.000	0.000	0
100881	0.000	0.000	0.000	0.000	0
100880	0.000	0.000	0.000	0.000	0
100879	0.000	0.000	0.000	0.000	0
100878	0.000	0.000	0.000	0.000	0
100876	0.000	0.000	0.000	0.038	6
100874	0.000	0.000	0.000	0.015	1
100873	0.000	0.000	0.000	0.014	3
100872	0.000	0.000	0.000	0.044	1
100868	0.000	0.000	0.000	0.000	0
100865	0.000	0.000	0.000	0.000	0
100862	0.000	0.000	0.000	0.000	0
100860	0.000	0.000	0.000	0.000	0
100859	0.000	0.000	0.000	0.002	1
100857	0.000	0.000	0.000	0.000	0
100856	0.000	0.000	0.000	0.000	0
100855	0.000	0.000	0.000	0.000	0
100846	0.000	0.000	0.000	0.000	0
100845	0.000	0.000	0.000	0.000	0
100841	0.000	0.000	0.000	0.009	2
100839	0.000	0.000	0.000	0.033	5
100837	0.000	0.000	0.000	0.057	9
100835	0.000	0.000	0.000	0.000	0
100834	0.000	0.000	0.000	0.001	0
100833	0.000	0.000	0.000	0.000	0
100832	0.000	0.000	0.000	0.000	0
100830	0.000	0.000	0.000	0.000	0
100828	0.000	0.000	0.000	0.001	0
100827	0.000	0.000	0.000	0.000	0
100820	0.000	0.000	0.000	0.000	0
100818	0.000	0.004	0.000	0.059	6
100817	0.000	0.000	0.000	0.000	0
100812	0.000	0.000	0.000	0.000	0
100811	0.000	0.000	0.000	0.000	0
100810	0.000	0.000	0.000	0.000	0
100808	0.000	0.000	0.000	0.000	0
100805	0.000	0.000	0.000	0.000	0
100802	0.000	0.000	0.000	0.000	0
100801	0.000	0.000	0.000	0.000	0
100799	0.000	0.000	0.000	0.000	0
100798	0.000	0.000	0.000	0.000	0
100797	0.000	0.000	0.000	0.000	0
100795	0.000	0.000	0.000	0.000	0
100791	0.000	0.000	0.000	0.000	0
100789	0.000	0.000	0.000	0.000	0
100787	0.000	0.000	0.000	0.000	0
100786	0.000	0.000	0.000	0.000	0
100784	0.000	0.000	0.000	0.015	2
100780	0.000	0.000	0.000	0.000	0
100778	0.000	0.000	0.000	0.000	0
100777	0.000	0.000	0.000	0.000	0
100772	0.000	0.000	0.000	0.000	0
100770	0.000	0.000	0.000	0.000	0
100769	0.000	0.000	0.000	0.000	0
100768	0.000	0.000	0.000	0.000	0
100767	0.000	0.000	0.000	0.000	0
100765	0.000	0.000	0.000	0.000	0
100760	0.000	0.000	0.000	0.025	5
100758	0.000	0.003	0.000	2.432	73
100757	0.000	0.000	0.000	0.001	0
100756	0.000	0.000	0.000	0.000	0
100754	0.000	0.000	0.000	0.001	0
100752	0.000	0.000	0.000	0.000	0
100743	0.000	0.000	0.000	0.017	3
100737	0.000	0.000	0.000	0.000	0
100732	0.000	0.000	0.000	0.000	0
100731	0.000	0.000	0.000	0.000	0
100723	0.000	0.000	0.000	0.045	2
100715	0.000	0.000	0.000	0.000	0
100714	0.000	0.000	0.000	0.005	1
100706	0.000	0.000	0.000	0.001	0
100705	0.000	0.000	0.000	0.002	1
100702	0.000	0.000	0.000	0.000	0
100693	0.000	0.000	0.000	0.000	0
100680	0.000	0.000	0.000	0.000	0
100675	0.000	0.000	0.000	0.086	12
100672	0.000	0.000	0.000	0.159	1
100671	0.000	0.000	0.000	0.028	1
100670	0.000	0.000	0.000	0.008	1
100668	0.000	0.000	0.000	0.002	0
100660	0.000	0.000	0.000	0.000	0
100653	0.000	0.000	0.000	0.012	2
100651	0.000	0.000	0.000	0.056	4
100649	0.000	0.000	0.000	0.000	0
100648	0.000	0.000	0.000	0.000	0
100646	0.000	0.000	0.000	0.055	3
100643	0.000	0.000	0.000	0.000	0
100641	0.000	0.000	0.000	0.000	0
100630	0.000	0.000	0.000	0.000	0
100623	0.000	0.000	0.000	0.002	0
100616	0.000	0.000	0.000	0.000	0
100611	0.000	0.000	0.000	0.002	1
100605	0.000	0.000	0.000	0.014	2
100599	0.000	0.000	0.000	0.000	0
100598	0.000	0.000	0.000	0.000	0
100597	0.000	0.000	0.000	0.000	0
100591	0.000	0.000	0.000	0.050	9
100589	0.000	0.000	0.000	0.013	2
100580	0.000	0.000	0.000	0.000	0
100571	0.000	0.000	0.000	0.012	0
100565	0.000	0.000	0.000	0.000	0
100563	0.000	0.000	0.000	0.000	0
100562	0.000	0.000	0.000	0.047	8
100556	0.000	0.000	0.000	0.000	0
100550	0.000	0.000	0.000	0.000	0
100549	0.000	0.000	0.000	0.002	1
100547	0.000	0.000	0.000	0.000	0
100546	0.000	0.000	0.000	0.000	0
100543	0.000	0.000	0.000	0.003	1
100530	0.000	0.000	0.000	0.029	2
